category,assumptions,t0,t1,0,1
2.0,\textrm{wahr},\left( m-1\ge -7\right) \wedge \left( m-1\le 7\right),\left( m < -6\right) \wedge \left( m > 8\right),,
1.0,\left( a > 0\right) \wedge \left( a\neq 1\right),\log_{\frac{1}{a}}\left(a^{-\frac{5}{3}}\right),"-\frac{5}{3}\,\log_{\frac{1}{a}}\left(\frac{1}{a}\right)",,
2.0,x < -7,"-(3\,x-7) + \left(-(x + 3)\right) = 7","3\,x + 7-x-3 = 7",,
2.0,x < -7,"-(3\,x-7) + \left(-(x + 3)\right) = 7","3\,x + 7 + x-3 = 7",,
1.0,\left( a > 0\right) \wedge \left( a\neq 1\right),\log_{\frac{1}{a}}\left(a^{-\frac{5}{3}}\right),"-\frac{5}{3}\,\log_{\frac{1}{a}}\left(a^{-1}\right)",,
2.0,x < -7,"-(3\,x-7) + \left(-(x + 3)\right) = 7","3\,x + 7 + \left(-x\right)-3 = 7",,
2.0,\textrm{wahr},"\cos{\left(4\,x + 2\right)} = -1","4\,x + 2 = \pi",,
2.0,\textrm{wahr},"4\,x + 2 = \pi","4\,x + 2 = \pi + 2\,k\,\pi",,
2.0,\left( x\ge 3\right) \vee \left( x < -7\right),"\left|3\,x-7\right|  + \left|x + 3\right|  = 7","-(3\,x-7) + x + 3 = 7",,
1.0,\left( a > 0\right) \wedge \left( a\neq 1\right),\log_{a}\left(\sqrt{a^{3}}\right),\log_{a}\left(\frac{a^{3}}{2}\right),,
1.0,\left( a > 0\right) \wedge \left( a\neq 1\right),\log_{a}\left(\frac{a^{3}}{2}\right),"\frac{3}{2}\,\log_{a}\left(a\right)",,
2.0,\left( x\ge 3\right) \vee \left( x < -7\right),"\left|3\,x-7\right|  + \left|x + 3\right|  = 7","3\,x-7 + \left(-(x + 3)\right) = 7",,
2.0,\textrm{wahr},"\left|4\,x + 2\right| \ge 6","\left( 4\,x + 2\le -6\right) \wedge \left( 4\,x + 2\ge 6\right)",,
2.0,\textrm{wahr},"\left( 4\,x + 2\le -6\right) \vee \left( 4\,x + 2\ge 6\right)","\left( 4\,x\le -8\right) \wedge \left( 4\,x\ge 4\right)",,
2.0,\textrm{wahr},"\left( 8\,e^{s}-10\right)^{2} = 0","64\,e^{2\,s} + 100 = 0",,
2.0,\textrm{wahr},"2\,s = \ln{\left(-\frac{25}{16}\right)}","s = \frac{1}{2}\,\ln{\left(-\frac{25}{16}\right)}",,
2.0,\textrm{wahr},"\Leftrightarrow 3\,e^{n} = 10",e^{n} = \frac{10}{3},,
2.0,\textrm{wahr},e^{n} = \frac{10}{3},n = \frac{10}{3},,
2.0,\textrm{wahr},"x = -\frac{1}{2} + \frac{\pi}{8} + k\,\frac{1}{2}\,\pi","x = \left\{-\frac{1}{2} + \frac{\pi}{8} + k\,\frac{1}{2}\,\pi : k\in \mathbb{Z}\right\}",,
2.0,\textrm{wahr},e^{n} = \frac{10}{3},n = \ln{\left(\frac{3}{10}\right)},,
2.0,\left( g < 1.9432415973593344\right) \wedge \left( g > -2.0567584026406656\right),"e^{-3\,g}\,(5\,e^{9\,g}-3) = 0","5\,e^{9\,g}-3 = 0",,
2.0,\left( g < 1.9432415973593344\right) \wedge \left( g > -2.0567584026406656\right),"5\,e^{9\,g}-3 = 0","g = \frac{1}{9}\,\ln{\left(\frac{3}{5}\right)}",,
2.0,\textrm{wahr},"\cos{\left(3\,x-4\right)} = 0","3\,x-4 = \frac{\pi}{2} + 2\,k\,\pi",,
2.0,\textrm{wahr},"3\,x + 1 = 0","x = -\frac{1}{3} + \frac{2}{3}\,k\,\pi",,
2.0,\textrm{wahr},"\left|3\,x-7\right|  + \left|x + 3\right|  = 7","-(3\,x-7) + x + 3 = 7",,
2.0,\textrm{wahr},"\left|3\,x-7\right|  + \left|x + 3\right|  = 7","-(3\,x-7) + \left(-(x + 3)\right) = 7",,
2.0,\textrm{wahr},"\left|3\,x-7\right|  + \left|x + 3\right|  = 7","3\,x-7-(x + 3) = 7",,
2.0,\left( x\ge 7\right) \vee \left( x\ge 3\right),"\left|3\,x-7\right|  + \left|x + 3\right|  = 7","-(3\,x-7) + \left(-(x + 3)\right) = 7",,
2.0,\left( x\ge 7\right) \vee \left( x\ge 3\right),"\left|3\,x-7\right|  + \left|x + 3\right|  = 7","-(3\,x-7) + x + 3 = 7",,
2.0,\left( x\ge 7\right) \vee \left( x\ge 3\right),"\left|3\,x-7\right|  + \left|x + 3\right|  = 7","3\,x-7-(x + 3) = 7",,
2.0,\left( x < -7\right) \vee \left( x < -3\right),"\left|3\,x-7\right|  + \left|x + 3\right|  = 7","-(3\,x-7) + x + 3 = 7",,
2.0,\left( x < -7\right) \vee \left( x < -3\right),"\left|3\,x-7\right|  + \left|x + 3\right|  = 7","3\,x-7-(x + 3) = 7",,
2.0,\textrm{wahr},"\cos{\left(3\,x + 2\right)} = -1","3\,x + 2 = 0 + 2\,k\,\pi",,
2.0,\left( x\ge 3\right) \vee \left( x < -7\right),"\left|3\,x-7\right|  + \left|x + 3\right|  = 7","3\,x-7-(x + 3) = 7",,
2.0,\textrm{wahr},"\sin{\left(3\,x + 1\right)} = 0","\left( 3\,x + 1 = 0 + 2\,k\,\pi\right) \wedge \left( 3\,x + 1 = \pi + 2\,k\,\pi\right)",,
2.0,\textrm{wahr},"\left( -9\,x-3 > -3\right) \vee \left( -9\,x-3 < 3\right)","\left( -9\,x > 0\right) \wedge \left( -9\,x < 6\right)",,
2.0,\textrm{wahr},"\left( 3\,x + 1 = 0 + 2\,k\,\pi\right) \vee \left( 3\,x + 1 = \pi + 2\,k\,\pi\right)","x = -\frac{1}{3} + \frac{2}{3}\,k\,\pi",,
2.0,\left( x\neq 1\right) \wedge \left( x < 8\right),"6\,x-2 > 8\,(-5\,x + 5)","6\,x-2 < -40\,x + 40",,
2.0,\textrm{wahr},"2\,e^{\frac{1}{4}\,a} = 6","e\,\frac{1}{4}\,a = 3",,
2.0,\textrm{wahr},"e\,\frac{1}{4}\,a = 3","\frac{1}{4}\,a = \ln{\left(3\right)}",,
2.0,w > -\frac{6}{2},"5\,\ln{\left(6 + 2\,w\right)}-3 = -4","5\,\ln{\left(6 + 2\,w\right)} = -7",,
2.0,\textrm{wahr},"2\,e^{\frac{1}{4}\,a} = 6","e\,\frac{1}{4}\,a = \frac{6}{2}",,
2.0,\textrm{wahr},"e\,\frac{1}{4}\,a = \frac{6}{2}","\frac{1}{4}\,a = \ln{\left(\frac{6}{2}\right)}",,
2.0,\textrm{wahr},"\sin{\left(3\,x-1\right)} = -1","3\,x-1 = 2\,\pi\,k",,
2.0,\textrm{wahr},"x = \frac{2\,\pi\,k + 1}{3}","\mathbb{L} = \left\{\frac{2\,\pi\,k + 1}{3} : k\in \mathbb{Z}\right\}",,
2.0,\textrm{wahr},"\sin{\left(4\,x-1\right)} = -1","4\,x-1 = \arcsin{\left(-1\right)}",,
2.0,\textrm{wahr},"\left|-9\,x + 1\right| \ge 5","\left( -9\,x + 1\le -5\right) \wedge \left( -9\,x + 1\ge 5\right)",,
2.0,\textrm{wahr},"\left( -9\,x\le -6\right) \vee \left( -9\,x\ge 4\right)",\left( x\le \frac{6}{9}\right) \wedge \left( x\ge -\frac{4}{9}\right),,
2.0,\textrm{wahr},"\left( -9\,x\le -6\right) \vee \left( -9\,x\ge 4\right)",\left( x\ge \frac{2}{3}\right) \vee \left( x\ge -\frac{4}{9}\right),,
2.0,\textrm{wahr},"3\,x = \frac{3\,\pi}{2} + 2\,\pi\,k + 1","x = \frac{3\,\pi}{5} + \frac{2\,\pi\,k}{3} + \frac{1}{3}",,
2.0,\textrm{wahr},"\sin{\left(2\,x + 1\right)} = 0","2\,x + 1 = \arcsin{\left(0\right)} + 2\,\pi\,k",,
2.0,\textrm{wahr},"2\,x + 1 = \arcsin{\left(0\right)} + 2\,\pi\,k","x = \frac{\arcsin{\left(0\right)} \cdot 2\,\pi\,k-1}{2}",,
2.0,\textrm{wahr},"\sin{\left(2\,x + 1\right)} = 0","2\,x + 1 = \arcsin{\left(0\right)}",,
2.0,\textrm{wahr},"2\,x + 1 = \arcsin{\left(0\right)}",x = \overline{2}^{-1},,
2.0,x\neq 3,10 = 10,x\neq 3,,
2.0,\textrm{wahr},"\sin{\left(2\,x + 1\right)} = 0","2\,x + 1 = \arcsin{\left(0\right)} + 2\,\pi",,
2.0,\textrm{wahr},"4\,x-4 = k\,\pi","x = -\frac{\pi}{2}\,k\,\pi + 4",,
2.0,\textrm{wahr},"4\,x-4 = k\,\pi","x = -\frac{\pi}{2} + 4\,k\,\pi",,
2.0,\textrm{wahr},"4\,x-4 = k\,\pi","x = +4\,k\,\pi",,
2.0,\textrm{wahr},"4\,x-4 = k\,\pi","x = -4\,k\,\pi",,
2.0,\textrm{wahr},"4\,x-4 = k\,\pi","4\,x = +4\,k\,\pi",,
2.0,\left( A > 0\right) \wedge \left( x_0 < x_1\right),"\omega = \frac{2\,\pi}{T}","\omega = \frac{2\,\pi}{x_1-x_0}",,
1.0,\left( a > 0\right) \wedge \left( a\neq 1\right),\log_{a^{-1}}\left(a^{\frac{3}{2}}\right),\frac{3}{2},,
2.0,\textrm{wahr},"\left|-6\,x-4\right|  > 3","\left( -6\,x-4 < -3\right) \wedge \left( -6\,x-4 > 3\right)",,
2.0,\textrm{wahr},"\left( -6\,x-4 < -3\right) \vee \left( -6\,x-4 > 3\right)","\left( -6\,x > 1\right) \vee \left( -6\,x > 7\right)",,
2.0,\textrm{wahr},"\left( -6\,x-4 < -3\right) \vee \left( -6\,x-4 > 3\right)","\left( -6\,x > 1\right) \wedge \left( -6\,x > 7\right)",,
2.0,\textrm{wahr},"\left( -6\,x < 1\right) \vee \left( -6\,x > 7\right)",\left( x < -\frac{1}{6}\right) \vee \left( x < -\frac{7}{6}\right),,
2.0,x\neq -2,"\Leftrightarrow \frac{9\,x + 18}{x + 2} = 9","\frac{9\,(x + 2)}{x + 2} = 9",,
2.0,\left( A > 0\right) \wedge \left( x_0 < x_1\right),"y = A\,\sin{\left(\omega\,x + \varphi\right)}","\omega = \frac{1}{x}\,(\arcsin{\left(\frac{y}{A}\right)}-\varphi)",,
2.0,\textrm{wahr},"\left( -8\,x > 3\right) \wedge \left( -8\,x < 13\right)","x > -\frac{3}{8}\,x > -\frac{13}{8}",,
2.0,\textrm{wahr},"\left( -8\,x > 3\right) \wedge \left( -8\,x < 13\right)","x > -\frac{3}{8}\,x < -\frac{13}{8}",,
2.0,\textrm{wahr},"\left( -8\,x > 3\right) \wedge \left( -8\,x < 13\right)",\left( x > -\frac{3}{8}\right) \vee \left( x < -\frac{13}{8}\right),,
2.0,\textrm{wahr},"\left|-8\,x + 7\right|  > 3","\left( -8\,x + 7 < -3\right) \wedge \left( -8\,x + 7 > 3\right)",,
2.0,\textrm{wahr},"\left( -2\,x\ge 3\right) \vee \left( -2\,x\le 5\right)",\left( x\ge -3^{2}\right) \vee \left( x\ge -\frac{5}{2}\right),,
2.0,\textrm{wahr},"\left( -2\,x\ge 3\right) \wedge \left( -2\,x\le 5\right)",\left( x\ge -3^{2}\right) \wedge \left( x\le -\frac{5}{2}\right),,
2.0,\textrm{wahr},"\left( -2\,x\ge 3\right) \wedge \left( -2\,x\le 5\right)",\left( x\ge -\frac{3}{2}\right) \wedge \left( x\ge -\frac{5}{2}\right),,
2.0,\textrm{wahr},"\left( -2\,x\ge 3\right) \wedge \left( -2\,x\le 5\right)",\left( x\ge -\frac{3}{2}\right) \wedge \left( x\le -\frac{5}{2}\right),,
2.0,\left( A > 0\right) \wedge \left( x_0 < x_1\right),"y = A\,\sin{\left(\omega\,x + \varphi\right)}","y = A\,\sin{\left(\frac{2\,\pi}{x_1-x_0}\,x + \varphi\right)}",,
2.0,\textrm{wahr},"-a > 2\,b + 4","a > 2\,b-4",,
2.0,\textrm{wahr},"-a > 2\,b + 4","a > -2\,b-4",,
2.0,\textrm{wahr},"-a > 2\,b + 4","a > -\frac{1}{2}\,(2\,b + 4)",,
2.0,\textrm{wahr},"-4-2\,b > a","\frac{1}{2}\,(-4-2\,b) > a",,
2.0,\textrm{wahr},"-4-2\,b > a","\frac{1}{2}\,(-4-2\,b) < a",,
2.0,\textrm{wahr},"\sin{\left(3\,x-1\right)} = 0","\left( 3\,x-1 = 0\right) \wedge \left( 3\,x-1 = \pi\right)",,
2.0,\textrm{wahr},"-8\,m + 2\ge -3","-8\,m\ge -1",,
2.0,\textrm{wahr},"-8\,m\ge -1",m\ge \frac{1}{8},,
2.0,\textrm{wahr},"-8\,m + 2\ge -3","-8\,m\le -1",,
2.0,\textrm{wahr},"-8\,m\ge -5",m\ge \frac{5}{8},,
2.0,\textrm{wahr},"1 < 3\,z + 1",0 > z,,
2.0,\left( x\neq 1\right) \wedge \left( x > -8\right),"\frac{6\,x-2}{-5\,x + 5} > 8","6\,x-2 < 8\,(-5\,x + 5)",,
2.0,\left( x\neq 1\right) \wedge \left( x > -8\right),"6\,x-2 < 8\,(-5\,x + 5)","6\,x-2 > -40\,x + 40",,
2.0,\left( x\neq 1\right) \wedge \left( x < 8\right),"6\,x-2 > -40\,x + 40","6\,x < -40\,x + 42",,
2.0,\left( x\neq 1\right) \wedge \left( x < 8\right),"6\,x > -40\,x + 42","46\,x < 42",,
2.0,\left( x\neq 1\right) \wedge \left( x < 8\right),"46\,x > 42",x < \frac{21}{23},,
2.0,\left( x\neq 1\right) \wedge \left( x < 8\right),x > \frac{21}{23},\textrm{falsch},,
2.0,\left( x\neq 1\right) \wedge \left( x < 8\right),x > \frac{21}{23},\textrm{wahr},,
2.0,\left( x\neq 1\right) \wedge \left( x < 8\right),x > \frac{21}{23},x < \frac{21}{23},,
2.0,\left( x\neq 1\right) \wedge \left( x < 8\right),"6\,x-2 < 8\,(-5\,x + 5)","6\,x-2 > -40\,x + 40",,
2.0,\left( x\neq 1\right) \wedge \left( x < 8\right),x > \frac{21}{23},8 < x > \frac{21}{23},,
1.0,\textrm{wahr},"\frac{3\,q\,w}{q\,w-w^{2}} + \frac{3\,w^{2}}{w^{2}-q\,w}","\frac{3\,q\,w}{w\,(q-w)} + \frac{3\,w^{2}}{w\,(-w-q)}",,
1.0,\textrm{wahr},"\frac{3\,q\,w}{w\,(q-w)} + \frac{3\,w^{2}}{w\,(-w-q)}","\frac{3\,q\,w + 3\,w^{2}}{w\,(q-w)}",,
1.0,\textrm{wahr},"\frac{3\,w\,(q + w)}{w\,(w-q)}","\frac{3\,w\,(q-w)}{w\,(q-w)}",,
1.0,\textrm{wahr},"\frac{3\,q\,w + 3\,w^{2}}{w\,(q-w)}","\frac{3\,w\,(q-w)}{w\,(q-w)}",,
2.0,\textrm{wahr},"\sin{\left(4\,x-1\right)} = 1","4\,x-1 = \frac{\pi}{4} + k\,\pi",,
1.0,\textrm{wahr},"\frac{3\,q\,w + 3\,w^{2}}{w\,(q-w)}","\frac{3\,q}{q-w} + \frac{3\,w}{w-q}",,
2.0,\textrm{wahr},"3\,e^{\frac{2}{3}\,h}-2 = 6","\frac{3\,e^{2}}{3}\,h = 6 + 2",,
2.0,\textrm{wahr},"\frac{3\,e^{2}}{3}\,h = 6 + 2","\frac{e^{2}}{3}\,h = 8",,
2.0,\textrm{wahr},"\frac{2}{3}\,h = \ln{\left(\frac{8}{3}\right)}",h = \ln{\left(\frac{8}{3}\right)},,
1.0,\textrm{wahr},"\left( -\frac{1}{4}\,x + \frac{1}{3}\,y\right)^{2}","-\frac{1}{16}\,x^{2} + \left(-\frac{1}{6}\,x\,y\right) + \frac{1}{9}\,y^{2}",,
1.0,\textrm{wahr},"\left( -\frac{1}{4}\,x + \frac{1}{3}\,y\right)^{2}","\frac{1}{16}\,x^{2} + \left(-\frac{1}{6}\,x\,y\right) + \frac{1}{3}\,y^{2}",,
2.0,\textrm{wahr},"4\,e^{\frac{2}{3}\,m} = 3 + 3","4\,e\,\frac{2}{3}\,m = 6",,
2.0,\textrm{wahr},"4\,e\,\frac{2}{3}\,m = 6","\frac{e^{2}}{3}\,m = \frac{3}{2}",,
2.0,\textrm{wahr},"\frac{e^{2}}{3}\,m = \frac{3}{2}","\frac{2}{3}\,m = \ln{\left(\frac{3}{2}\right)}",,
2.0,\textrm{wahr},"\frac{2}{3}\,m = \ln{\left(\frac{3}{2}\right)}",m = \ln{\left(\frac{3}{2}\right)},,
2.0,\textrm{wahr},"2\,e^{\frac{1}{2}\,t} = 10","\frac{e^{1}}{2}\,t = 5",,
2.0,\textrm{wahr},"\frac{e^{1}}{2}\,t = 5","\frac{1}{2}\,t = \ln{\left(5\right)}",,
2.0,\textrm{wahr},"\Leftrightarrow 2\,e^{\frac{1}{3}\,d} = 7","e^{\frac{1}{3}\,d} = \frac{7}{2}",,
1.0,\left( a > 0\right) \wedge \left( a\neq 1\right),\log_{\frac{1}{a}}\left(\frac{1}{\sqrt{a^{2}}}\right),\log_{a^{-1}}\left(a^{\frac{1}{2}}\right),,
1.0,\left( a > 0\right) \wedge \left( a\neq 1\right),\log_{\frac{1}{a}}\left(\frac{1}{\sqrt{a^{2}}}\right),\log_{a^{-1}}\left(a^{-\frac{1}{2}}\right),,
2.0,\textrm{wahr},-z < 0,z < 0,,
2.0,\textrm{wahr},"\cos{\left(4\,x-4\right)} = -1","4\,x-4 = -\pi + 2\,\pi\,k",,
2.0,\textrm{wahr},"-6\,m < -9",m < 1.5,,
2.0,\textrm{wahr},"-6\,m < -9",m < \frac{9}{6},,
2.0,\textrm{wahr},"9\,g < 3",g > \frac{3}{9},,
2.0,\textrm{wahr},"\cos{\left(3\,x-4\right)} = 0","3\,x-4 = 1 + 2\,\pi\,k",,
2.0,\textrm{wahr},"\cos{\left(3\,x-4\right)} = 0","3\,x-4 = 0 + 2\,\pi\,k",,
2.0,\textrm{wahr},"-8\,r\ge 0",r\ge 0,,
2.0,\textrm{wahr},"-8\,r\ge 0",r\ge -\frac{0}{8},,
2.0,\textrm{wahr},"-8\,r-5\ge 5","-8\,r\le 0",,
2.0,\textrm{wahr},"\tan{\left(2\,x^{d} \cdot 4\right)} = 1","2\,x-4 = \frac{\pi}{4} + k\,\pi",,
2.0,\textrm{wahr},"2\,x-4 = \frac{\pi}{4} + k\,\pi","x = 2 + \frac{\pi}{4} + k\,\frac{\pi}{8} + k\,\frac{\pi}{2}",,
2.0,\textrm{wahr},"2\,x-4 = \frac{\pi}{4} + k\,\pi","x = 2 + \frac{\pi}{8} + k\,\frac{\pi}{8} + k\,\frac{\pi}{2}",,
2.0,x > -\frac{2}{5},"2 + 5\,x = 1","5\,x = 2",,
2.0,x > -\frac{2}{5},"5\,x = 2","5\,x = -1",,
2.0,w < \frac{4}{5},"-5\,w = e^{2}-4",W = \frac{-e^{2}}{5} + \frac{4}{5},,
2.0,w < \frac{4}{5},"-5\,w = e^{2}-4",W = -\frac{e^{2}}{5} + \frac{4}{5},,
2.0,\textrm{wahr},"10\,e^{w} = 6",e^{w} = \frac{10}{6},,
2.0,\left( p < 2.0729750891094274\right) \wedge \left( p > -1.9270249108905728\right),"e^{-3\,p}\,(3\,e^{7\,p}-5) = 0","3\,e^{7\,p} = 5",,
1.0,\left( a > 0\right) \wedge \left( a\neq 1\right),\log_{\frac{1}{a}}\left(\sqrt[3]{a}\right),\log_{a}\left(a^{\frac{3}{2}}\right),,
1.0,\left( a > 0\right) \wedge \left( a\neq 1\right),\log_{\frac{1}{a}}\left(\sqrt[3]{a}\right),\log_{a}\left(a^{\frac{1}{3}}\right),,
1.0,\left( a > 0\right) \wedge \left( a\neq 1\right),\log_{a}\left(a^{\frac{1}{3}}\right),-\frac{1}{3},,
2.0,t > -\frac{4}{4},"\ln{\left(4 + 4\,t\right)} = -\frac{5}{2}","\ln{\left(4 + 4\,t\right)} = e^{-\frac{5}{2}}",,
2.0,t > -\frac{4}{4},"\ln{\left(4 + 4\,t\right)} = e^{-\frac{5}{2}}","4 + 4\,t = e^{-\frac{5}{2}}",,
2.0,t > -\frac{4}{4},"4 + 4\,t = e^{-\frac{5}{2}}","4 + 4\,t = e^{\frac{1}{\frac{5}{2}}}",,
2.0,t > -\frac{4}{4},"4 + 4\,t = e^{-\frac{5}{2}}","4\,t = e\,\frac{\sqrt{e}}{e^{3}}-4",,
2.0,t > -\frac{4}{4},"4 + 4\,t = e^{-\frac{5}{2}}","4 + 4\,t = e^{\frac{5}{2}}",,
2.0,t > -\frac{4}{4},"4 + 4\,t = e^{\frac{5}{2}}","4\,t = e\,\frac{\sqrt{e}}{e^{3}}-4",,
2.0,t > -\frac{4}{4},"4 + 4\,t = e^{\frac{1}{\frac{5}{2}}}","4\,t = e\,\frac{\sqrt{e}}{e^{3}}-4",,
2.0,t > -\frac{4}{4},"2\,\ln{\left(4 + 4\,t\right)} = -2-3","4 + 4\,t = -\frac{5}{2}",,
2.0,t > -\frac{4}{4},"4 + 4\,t = -\frac{5}{2}","e^{\ln{\left(4 + 4\,t\right)}} = \overline{e}^{\frac{5}{2}}",,
2.0,t > -\frac{4}{4},"2\,\ln{\left(4 + 4\,t\right)} = -2-3","e^{\ln{\left(4 + 4\,t\right)}} = \overline{e}^{\frac{5}{2}}",,
2.0,t > -\frac{4}{4},"\ln{\left(4 + 4\,t\right)} = -\frac{5}{2}","4 + 4\,t = -\frac{5}{2}",,
2.0,t > -\frac{4}{4},"\ln{\left(4 + 4\,t\right)} = -\frac{5}{2}","4 + 4\,t = \overline{e}^{\frac{5}{2}}",,
1.0,\left( a > 0\right) \wedge \left( a\neq 1\right),\log_{\frac{1}{a}}\left(a\right),"\log\left(\overline{a}\right)\,a",,
1.0,\left( a > 0\right) \wedge \left( a\neq 1\right),"\log\left(\overline{a}\right)\,a",-1,,
2.0,\textrm{wahr},\left|a + 5\right|  > 22,\left( a + 5 > 22\right) \vee \left( a + 5 < 22\right),,
2.0,\textrm{wahr},\left( a > 17\right) \vee \left( a < 17\right),"\mathbb{L} = \big(-\infty ,17\big) \cap \big(17,\infty \big)",,
1.0,\left( a > 0\right) \wedge \left( a\neq 1\right),\log_{a}\left(\frac{1}{\sqrt[3]{a^{4}}}\right),\log_{a}\left(\frac{1}{\sqrt{a^{4}}}\right),,
1.0,\left( a > 0\right) \wedge \left( a\neq 1\right),\log_{a}\left(\frac{1}{\sqrt{a^{4}}}\right),\log_{a}\left(a^{-\frac{4}{3}}\right),,
2.0,f < \frac{5}{2},"-2\,f = \sqrt[5]{e^{2}}-5",f = -\frac{\sqrt[5]{e^{2}} + 5}{2},,
2.0,p < \frac{2}{6},"-6\,p = \frac{1}{e^{2}}-2","p = -\frac{1}{6}\,e^{2} + \frac{1}{3}",,
2.0,\textrm{wahr},"\sin{\left(3\,x + 2\right)} = 1","3\,x + 2 = \frac{\pi}{-2} + k\,\pi",,
2.0,\textrm{wahr},"\sin{\left(3\,x + 2\right)} = 1","3\,x + 2 = \frac{\pi}{4} + k\,\pi",,
2.0,\textrm{wahr},"3\,x + 2 = \frac{\pi}{4} + k\,\pi","3\,x = -2 + \frac{\pi}{-2} + k\,\pi",,
2.0,\textrm{wahr},"\sin{\left(3\,x + 2\right)} = 1","3\,x + 2 = \frac{\pi}{2} + k\,\pi",,
2.0,\textrm{wahr},"3\,x + 2 = \frac{\pi}{2} + k\,\pi","3\,x = -2 + \frac{\pi}{-2} + k\,\pi",,
2.0,\textrm{wahr},"\sin{\left(3\,x + 2\right)} = 1","3\,x + 2 = \frac{\pi}{-4} + k\,\pi",,
2.0,\textrm{wahr},"3\,x + 2 = \frac{\pi}{-4} + k\,\pi","3\,x = -2 + \frac{\pi}{-2} + k\,\pi",,
2.0,x\neq -1,"\frac{-10\,x-10}{x + 1} = -10","-10\,x-10 = x + 1",,
2.0,x\neq -1,"\frac{-10\,x-10}{x + 1} = -10","-10\,x-10 = x + 1-10",,
2.0,\textrm{wahr},"4\,x = \arcsin{\left(1\right)}-4","x = \frac{n\,\pi-4}{4}",,
2.0,\textrm{wahr},"\sqrt{x + 2\,x + 4} = 3\,x-3","x^{2} + 2\,x + 4 = \left( 3\,x-3\right)^{2}",,
2.0,\textrm{wahr},"0 = 8\,x^{2}-20\,x + 5",\left( x = \frac{20}{2} + \sqrt{\overline{2}-5}\right) \vee \left( x = \frac{20}{2}-\sqrt{\overline{2}-5}\right),,
2.0,\left( \left( y\neq 0\right) \wedge \left( x\neq 5\right)\right) \wedge \left( x\neq -2\right),"\frac{4}{y} = x^{2}-3\,x + \frac{9}{4}-10-\frac{9}{4}",\frac{4}{y} = \left( x-\frac{3}{2}\right)^{2}-\frac{31}{4},,
2.0,\left( \left( y\neq 0\right) \wedge \left( x\neq 5\right)\right) \wedge \left( x\neq -2\right),"\frac{4}{y} = x^{2}-3\,x + \frac{9}{4}-10-\frac{9}{4}",\frac{4}{y} = \left( x-\frac{3}{2}\right)^{2}-\frac{1}{4},,
2.0,\left( \left( y\neq 0\right) \wedge \left( x\neq 5\right)\right) \wedge \left( x\neq -2\right),"\frac{4}{y} = x^{2}-3\,x + \frac{9}{4}-10-\frac{9}{4}",\frac{4}{y} = \left( x + \frac{3}{2}\right)^{2}-\frac{1}{4},,
2.0,\left( \left( \left( y\neq 0\right) \wedge \left( x\neq 5\right)\right) \wedge \left( x\neq -2\right)\right) \wedge \left( y < 0\right),"4\le -\frac{49}{4}\,y",y\le -\frac{49}{16},,
2.0,\left( \left( \left( y\neq 0\right) \wedge \left( x\neq 5\right)\right) \wedge \left( x\neq -2\right)\right) \wedge \left( y < 0\right),"4\le -\frac{49}{4}\,y",y\ge -\frac{49}{16},,
2.0,\left( \left( \left( y\neq 0\right) \wedge \left( x\neq 5\right)\right) \wedge \left( x\neq -2\right)\right) \wedge \left( y < 0\right),"4\le -\frac{49}{4}\,y",y < -\frac{49}{16},,
2.0,\left( \left( \left( y\neq 0\right) \wedge \left( x\neq 5\right)\right) \wedge \left( x\neq -2\right)\right) \wedge \left( y < 0\right),"4\le -\frac{49}{4}\,y","4\le -\frac{49}{16}\,y",,
2.0,\left( \left( \left( y\neq 0\right) \wedge \left( x\neq 5\right)\right) \wedge \left( x\neq -2\right)\right) \wedge \left( y < 0\right),"4\le -\frac{49}{4}\,y",4\le -\frac{49}{16},,
2.0,\left( \left( \left( y\neq 0\right) \wedge \left( x\neq 5\right)\right) \wedge \left( x\neq -2\right)\right) \wedge \left( y < 0\right),"4\le -\frac{49}{4}\,y","4\,y\le -\frac{49}{4}",,
2.0,\left( \left( \left( y\neq 0\right) \wedge \left( x\neq 5\right)\right) \wedge \left( x\neq -2\right)\right) \wedge \left( y\le 0\right),"4\le -\frac{49}{4}\,y",y\le -\frac{49}{16},,
2.0,\textrm{wahr},e^{r} = \frac{3}{11},e = \ln{\left(\frac{3}{11}\right)},,
2.0,\textrm{wahr},e^{r} = \frac{3}{11},4 = \ln{\left(\frac{3}{11}\right)},,
2.0,\textrm{wahr},"5\,e^{\frac{3}{4}\,d}-4 = 7","5\,e^{\frac{3}{4}\,d} = 7",,
2.0,\textrm{wahr},"5\,e^{\frac{3}{4}\,d} = 7","e^{\frac{3}{4}\,d} = \ln{\left(\frac{7}{5}\right)}",,
2.0,\textrm{wahr},"e^{\frac{3}{4}\,d} = \ln{\left(\frac{7}{5}\right)}","d = \frac{3}{4}\,\ln{\left(\frac{7}{5}\right)}",,
2.0,\textrm{wahr},"5\,e^{\frac{3}{4}\,d} = 7","\frac{3}{4}\,d = \ln{\left(\frac{7}{5}\right)}",,
2.0,\textrm{wahr},"\frac{3}{4}\,d = \ln{\left(\frac{7}{5}\right)}","d = \frac{3}{4}\,\ln{\left(\frac{7}{5}\right)}",,
2.0,\textrm{wahr},"\sin{\left(4\,x-1\right)} = -1","4\,x-1 = -\frac{\pi}{2} + k\,\pi",,
2.0,\textrm{wahr},"5\,e^{\frac{3}{4}\,d} = 7","5^{\frac{3}{4}\,d} = 7",,
