,category,labels_dbscan,labels_kmeans,labels_agglo,processed_t0,processed_t1,t0,t1,assumptions
1779,2,-1,7,0,\left( x = -\frac{\frac{3}{8}}{2} + \sqrt{\left( \frac{\frac{3}{8}}{2}\right)^{2} + \frac{1}{4}}\right) \vee \left( x = -\frac{\frac{3}{8}}{2}-\sqrt{\left( \frac{\frac{3}{8}}{2}\right)^{2} + \frac{1}{4}}\right),\left( x = -\frac{1}{16} + \sqrt{\left( \frac{3}{16}\right)^{2} + \frac{1}{4}}\right) \vee \left( x = -\frac{1}{16}-\sqrt{\left( \frac{3}{16}\right)^{2} + \frac{1}{4}}\right),\left( x = -\frac{\frac{3}{8}}{2} + \sqrt{\left( \frac{\frac{3}{8}}{2}\right)^{2} + \frac{1}{4}}\right) \vee \left( x = -\frac{\frac{3}{8}}{2}-\sqrt{\left( \frac{\frac{3}{8}}{2}\right)^{2} + \frac{1}{4}}\right),\left( x = -\frac{1}{16} + \sqrt{\left( \frac{3}{16}\right)^{2} + \frac{1}{4}}\right) \vee \left( x = -\frac{1}{16}-\sqrt{\left( \frac{3}{16}\right)^{2} + \frac{1}{4}}\right),\textrm{wahr}
1780,2,0,4,0,"x^{2} + 3\,x + 3\,x + 9 = 1","x^{2} + 9\,x + 9 = 1","w^{2} + 3\,w + 3\,w + 9 = 1","w^{2} + 9\,w + 9 = 1",\textrm{wahr}
1781,2,40,7,0,"\sqrt{\left( \frac{2548249}{7354249}\right)^{2} \cdot 3\,\frac{2548249}{7354249}} = -3 \cdot \frac{2548249}{7354249}-1",\textrm{wahr},"\sqrt{\left( \frac{2548249}{7354249}\right)^{2} \cdot 3\,\frac{2548249}{7354249}} = -3 \cdot \frac{2548249}{7354249}-1",\textrm{wahr},x = \frac{2548249}{7354249}
1782,2,30,1,1,"(1-3\,y)\,y = 7","y = \frac{-7}{1-3\,y}","(1-3\,a)\,x = 7","x = \frac{-7}{1-3\,a}",a\neq \frac{1}{3}
1783,2,-1,4,0,"\sqrt{x^{2} + 3\,x + 3} = -3\,x-2","\sqrt{\left( \frac{-4150249}{5752249}\right)^{2} \cdot 3\,\frac{-4150249}{5752249}} = -3\,\frac{-4150249}{5752249}-1","\sqrt{x^{2} + 3\,x + 3} = -3\,x-2","\sqrt{\left( \frac{-4150249}{5752249}\right)^{2} \cdot 3\,\frac{-4150249}{5752249}} = -3\,\frac{-4150249}{5752249}-1",x = \frac{-4150249}{5752249}
1784,2,40,7,0,"\sqrt{\left( \frac{-4150249}{5752249}\right)^{2} \cdot 3\,\frac{-4150249}{5752249}} = -3\,\frac{-4150249}{5752249}-1",\textrm{falsch},"\sqrt{\left( \frac{-4150249}{5752249}\right)^{2} \cdot 3\,\frac{-4150249}{5752249}} = -3\,\frac{-4150249}{5752249}-1",\textrm{falsch},x = \frac{-4150249}{5752249}
1785,2,-1,4,0,"\sqrt{x^{2} + 3\,x + 3} = -3\,x-1","\sqrt{\left( \frac{-4150249}{5752249}\right)^{2} \cdot 3\,\frac{-4150249}{5752249}} = -3\,\frac{-4150249}{5752249}-1","\sqrt{x^{2} + 3\,x + 3} = -3\,x-1","\sqrt{\left( \frac{-4150249}{5752249}\right)^{2} \cdot 3\,\frac{-4150249}{5752249}} = -3\,\frac{-4150249}{5752249}-1",x = \frac{-4150249}{5752249}
1786,2,30,1,1,"(1-2\,y)\,y = -8",0 = -8,"(1-2\,a)\,x = -8",0 = -8,\textrm{wahr}
1787,2,30,1,1,"(1-2\,y)\,y = -8","y = -\frac{8}{1-2\,y}","(1-2\,a)\,x = -8","x = -\frac{8}{1-2\,a}",\textrm{wahr}
1788,2,40,7,0,"\sqrt{\left( \frac{-4150249}{5752249}\right)^{2} \cdot 3\,\frac{-4150249}{5752249}} = -3\,\frac{-4150249}{5752249}-1",\textrm{wahr},"\sqrt{\left( \frac{-4150249}{5752249}\right)^{2} \cdot 3\,\frac{-4150249}{5752249}} = -3\,\frac{-4150249}{5752249}-1",\textrm{wahr},x = \frac{-4150249}{5752249}
1789,2,40,7,0,"\sqrt{\left( \frac{-4150249}{5752249}\right)^{2} \cdot 3\,\frac{-4150249}{5752249} + 3} = -3\,\frac{-4150249}{5752249}-1",\textrm{wahr},"\sqrt{\left( \frac{-4150249}{5752249}\right)^{2} \cdot 3\,\frac{-4150249}{5752249} + 3} = -3\,\frac{-4150249}{5752249}-1",\textrm{wahr},x = \frac{-4150249}{5752249}
1790,2,30,1,1,"(1-2\,y)\,y = -8","y = \frac{-8}{1-2\,y}","(1-2\,a)\,x = -8","x = \frac{-8}{1-2\,a}",\textrm{wahr}
1791,2,40,7,0,"\sqrt{\left( \frac{2548249}{7354249}\right)^{2} \cdot 3\,\frac{2548249}{7354249} + 3} = -3 \cdot \frac{2548249}{7354249}-1",\textrm{wahr},"\sqrt{\left( \frac{2548249}{7354249}\right)^{2} \cdot 3\,\frac{2548249}{7354249} + 3} = -3 \cdot \frac{2548249}{7354249}-1",\textrm{wahr},x = \frac{2548249}{7354249}
1792,2,40,7,0,"\sqrt{\left( \frac{-4150249}{5752249}\right)^{2} + 3\,\frac{-4150249}{5752249} + 3} = -3\,\frac{-4150249}{5752249}-1",\textrm{falsch},"\sqrt{\left( \frac{-4150249}{5752249}\right)^{2} + 3\,\frac{-4150249}{5752249} + 3} = -3\,\frac{-4150249}{5752249}-1",\textrm{falsch},x = \frac{-4150249}{5752249}
1793,1,0,5,6,"(x + 1)\,(x + 4)","2\,x + 5\,x + 4","(a + 1)\,(a + 4)","2\,a + 5\,a + 4",\textrm{wahr}
1794,2,0,4,0,\left( x-3\right)^{2} = 4,x-3 = \sqrt{4},\left( d-3\right)^{2} = 4,d-3 = \sqrt{4},\textrm{wahr}
1795,2,0,4,0,\left( x-3\right)^{2} = 4,x-3 = \pm \sqrt{4},\left( d-3\right)^{2} = 4,d-3 = \pm \sqrt{4},\textrm{wahr}
1796,2,0,5,2,\left( x-3 = 2\right) \vee \left( x-3 = -2\right),\left( x = 5\right) \vee \left( x = -1\right),\left( d-3 = 2\right) \vee \left( d-3 = -2\right),\left( d = 5\right) \vee \left( d = -1\right),\textrm{wahr}
1797,2,0,5,0,"(-x-5)\,(4\,x-4) = 0","-4\,x^{2} + 20\,x-20\,x + 20 = 0","(-m-5)\,(4\,m-4) = 0","-4\,m^{2} + 20\,m-20\,m + 20 = 0",\textrm{wahr}
1798,2,-1,4,2,x^{2} = 5,x = 2,m^{2} = 5,m = 2,\textrm{wahr}
1799,2,0,5,0,"(-x-5)\,(4\,x-4) = 0","-4\,x^{2} + 20 = 0","(-m-5)\,(4\,m-4) = 0","-4\,m^{2} + 20 = 0",\textrm{wahr}
1800,2,0,5,0,"(-x-5)\,(4\,x-4) = 0","-4\,x^{2}-20\,x + 20\,x + 20 = 0","(-m-5)\,(4\,m-4) = 0","-4\,m^{2}-20\,m + 20\,m + 20 = 0",\textrm{wahr}
1801,2,-1,2,7,\frac{5}{x + 1} = \frac{1}{x + 2},\frac{5}{x + 1} = \frac{x + 2}{x + 2},\frac{5}{x + 1} = \frac{1}{x + 2},\frac{5}{x + 1} = \frac{x + 2}{x + 2},\left( x\neq -1\right) \wedge \left( x\neq -2\right)
1802,2,-1,2,7,\frac{5}{x + 1} = \frac{x + 2}{x + 2},5 = 1,\frac{5}{x + 1} = \frac{x + 2}{x + 2},5 = 1,\left( x\neq -1\right) \wedge \left( x\neq -2\right)
1803,2,-1,2,7,\frac{5}{x + 1} = \frac{1}{x + 2},5 = \frac{x + 2}{x + 2},\frac{5}{x + 1} = \frac{1}{x + 2},5 = \frac{x + 2}{x + 2},\left( x\neq -1\right) \wedge \left( x\neq -2\right)
1804,2,-1,7,0,"x^{2} + \frac{10}{8}\,x-\frac{25}{8} = 0",\left( x = -\frac{10}{8} + \sqrt{\left( \frac{10}{8}\right)^{2}-\frac{25}{8}}\right) \vee \left( x = -\frac{10}{8}-\sqrt{\left( \frac{10}{8}\right)^{2}-\frac{25}{8}}\right),"u^{2} + \frac{10}{8}\,u-\frac{25}{8} = 0",\left( u = -\frac{10}{8} + \sqrt{\left( \frac{10}{8}\right)^{2}-\frac{25}{8}}\right) \vee \left( u = -\frac{10}{8}-\sqrt{\left( \frac{10}{8}\right)^{2}-\frac{25}{8}}\right),\textrm{wahr}
1805,2,-1,2,6,\left( x-3\right)^{2} = 0,"t_1 + 3 = 0\,\left|-3 \vee \left( t_2-3 = 0\right)\right|  \cdot 3",\left( t-3\right)^{2} = 0,"t_1 + 3 = 0\,\left|-3 \vee \left( t_2-3 = 0\right)\right|  \cdot 3",\textrm{wahr}
1806,2,41,2,6,"t_1 + 3 = 0\,\left|-3 \vee \left( t_2-3 = 0\right)\right|  \cdot 3","t_1 = -3\,t_2 = -3","t_1 + 3 = 0\,\left|-3 \vee \left( t_2-3 = 0\right)\right|  \cdot 3","t_1 = -3\,t_2 = -3",\textrm{wahr}
1807,2,41,2,6,\left( x-3\right)^{2} = 0,t_1 + 3 = 0,\left( t-3\right)^{2} = 0,t_1 + 3 = 0,\textrm{wahr}
1808,2,41,2,6,t_1 = -3,t_2-3 = 0,t_1 = -3,t_2-3 = 0,\textrm{wahr}
1809,2,0,5,0,"(-x-5)\,(4\,x-4) = 0","-4\,x^{2}-4\,x-20\,x + 20 = 0","(-m-5)\,(4\,m-4) = 0","-4\,m^{2}-4\,m-20\,m + 20 = 0",\textrm{wahr}
1810,2,-1,7,0,\left( x = -\frac{6}{2} + \sqrt{\left( \frac{6}{2}\right)^{2} + 5}\right) \vee \left( x = -\frac{6}{2}-\sqrt{\left( \frac{6}{2}\right)^{2} + 5}\right),x = 0,\left( m = -\frac{6}{2} + \sqrt{\left( \frac{6}{2}\right)^{2} + 5}\right) \vee \left( m = -\frac{6}{2}-\sqrt{\left( \frac{6}{2}\right)^{2} + 5}\right),m = 0,\textrm{wahr}
1811,2,-1,4,0,"15\,x^{2} + 14\,x + 3 = 0",x^{2} + \frac{14}{15} + \frac{3}{15} = 0,"15\,y^{2} + 14\,y + 3 = 0",y^{2} + \frac{14}{15} + \frac{3}{15} = 0,\textrm{wahr}
1812,2,28,0,3,"\frac{-4\,x + 2}{3\,x-6} < 6","-4\,x + 2 < 18\,x-36","\frac{-4\,x + 2}{3\,x-6} < 6","-4\,x + 2 < 18\,x-36",\left( x\neq 2\right) \wedge \left( x < 2\right)
1813,2,28,0,3,"\frac{-4\,x + 2}{3\,x-6} < 6","-4\,x + 2 < 6\,(3\,x-6)","\frac{-4\,x + 2}{3\,x-6} < 6","-4\,x + 2 < 6\,(3\,x-6)",\left( x\neq 2\right) \wedge \left( x < 2\right)
1814,2,0,4,6,\left( x + 4\right)^{2} = -1,"x = -5\,x = -3",\left( d + 4\right)^{2} = -1,"d = -5\,d = -3",\textrm{wahr}
1815,2,-1,0,3,"-22\,x < -38",x < \frac{38}{22},"-22\,x < -38",x < \frac{38}{22},\left( x\neq 2\right) \wedge \left( x < 2\right)
1816,2,0,4,6,\left( x + 4\right)^{2} = -15 + 16,"x = -5\,x = -3",\left( d + 4\right)^{2} = -15 + 16,"d = -5\,d = -3",\textrm{wahr}
1817,2,28,0,3,"-4\,x + 2 > 18\,x-36","-22\,x < -38","-4\,x + 2 > 18\,x-36","-22\,x < -38",\left( x\neq 2\right) \wedge \left( x < 2\right)
1818,2,-1,0,3,"-22\,x > -38",x > \frac{38}{22},"-22\,x > -38",x > \frac{38}{22},\left( x\neq 2\right) \wedge \left( x < 2\right)
1819,2,0,4,6,\left( x + 4\right)^{2} = -15 + 16,\left( d_1 = -5\right) \wedge \left( d_2 = -3\right),\left( d + 4\right)^{2} = -15 + 16,\left( d_1 = -5\right) \wedge \left( d_2 = -3\right),\textrm{wahr}
1820,2,0,4,6,\left( x + 4\right)^{2} = -15 + 16,"d_1 = -5\,d_2 = -3",\left( d + 4\right)^{2} = -15 + 16,"d_1 = -5\,d_2 = -3",\textrm{wahr}
1821,2,28,0,3,"\frac{-4\,x + 2}{3\,x-6} < 6","-4\,x + 2 > 18\,x-36","\frac{-4\,x + 2}{3\,x-6} < 6","-4\,x + 2 > 18\,x-36",\left( x\neq 2\right) \wedge \left( x > 2\right)
1822,2,0,4,6,\left( x + 4\right)^{2} = -15 + 16,"x + 4 = -1\,x + 4 = 1",\left( d + 4\right)^{2} = -15 + 16,"d + 4 = -1\,d + 4 = 1",\textrm{wahr}
1823,2,0,4,6,\left( x + 4\right)^{2} = -5 + 16,\left( x + 4 = -1\right) \vee \left( x + 4 = 1\right),\left( d + 4\right)^{2} = -5 + 16,\left( d + 4 = -1\right) \vee \left( d + 4 = 1\right),\textrm{wahr}
1824,2,0,1,2,\left( x + 4 = -1\right) \vee \left( x + 4 = 1\right),\left( d_1 = -1\right) \vee \left( d_2 = -3\right),\left( d + 4 = -1\right) \vee \left( d + 4 = 1\right),\left( d_1 = -1\right) \vee \left( d_2 = -3\right),\textrm{wahr}
1825,2,0,5,2,\left( x + 4 = -1\right) \vee \left( x + 4 = 1\right),\left( x = -5\right) \vee \left( x = -3_{.}\right),\left( d + 4 = -1\right) \vee \left( d + 4 = 1\right),\left( d = -5\right) \vee \left( d = -3_{.}\right),\textrm{wahr}
1826,2,28,0,3,"-4\,x + 2 < 18\,x-36","-22\,x > -38","-4\,x + 2 < 18\,x-36","-22\,x > -38",\left( x\neq 2\right) \wedge \left( x > 2\right)
1827,2,-1,0,3,"-22\,x < -38",x < \frac{38}{22},"-22\,x < -38",x < \frac{38}{22},\left( x\neq 2\right) \wedge \left( x > 2\right)
1828,2,-1,0,3,x > \frac{38}{22},x < \frac{19}{11},x > \frac{38}{22},x < \frac{19}{11},\left( x\neq 2\right) \wedge \left( x > 2\right)
1829,2,41,2,6,x-3 = 0,t_1 = 0,t-3 = 0,t_1 = 0,\textrm{wahr}
1830,2,41,2,6,t_1 = 0,t_2 + 3 = 0,t_1 = 0,t_2 + 3 = 0,\textrm{wahr}
1831,2,41,2,6,x-3 = 0,t_1 = +3,t-3 = 0,t_1 = +3,\textrm{wahr}
1832,2,41,2,6,t_1 = +3,t_2 + 3 = 0,t_1 = +3,t_2 + 3 = 0,\textrm{wahr}
1833,2,41,2,6,x = +3,t_2 + 3 = 0,t = +3,t_2 + 3 = 0,\textrm{wahr}
1834,2,28,0,3,-(x + 7)\le 2,x + 7\le -2,-(x + 7)\le 2,x + 7\le -2,x < -7
1835,2,28,0,3,x + 7\le -2,x\ge -9,x + 7\le -2,x\ge -9,x < -7
1836,2,0,4,0,"x^{2}-10\,x + 15 = -25 + 15",\left( x-10\right)^{2} = -25 + 15,"x^{2}-10\,x + 15 = -25 + 15",\left( x-10\right)^{2} = -25 + 15,\textrm{wahr}
1837,2,0,4,0,"x^{2}-10\,x + 15 = -25 + 15",\left( x-7\right)^{2} = -25 + 15,"x^{2}-10\,x + 15 = -25 + 15",\left( x-7\right)^{2} = -25 + 15,\textrm{wahr}
1838,2,0,4,0,"x^{2}-10\,x + 15 = -25 + 15",\left( x-15\right)^{2} = -25 + 15,"x^{2}-10\,x + 15 = -25 + 15",\left( x-15\right)^{2} = -25 + 15,\textrm{wahr}
1839,2,0,4,6,"x^{2}-12\,x = 9","x^{2}-12\,x + \left( -\frac{12\,x}{2}\right)^{2} = 9 + \left( -\frac{12}{2}\right)^{2}","a^{2}-12\,a = 9","a^{2}-12\,a + \left( -\frac{12\,a}{2}\right)^{2} = 9 + \left( -\frac{12}{2}\right)^{2}",\textrm{wahr}
1840,2,0,4,6,"-3\,x^{2}-12\,x = 9","x^{2}-12\,x = 9","-3\,a^{2}-12\,a = 9","a^{2}-12\,a = 9",\textrm{wahr}
1841,2,-1,4,6,\left( x-24\right)^{2} = 45,x-24 = 6,\left( a-24\right)^{2} = 45,a-24 = 6,\textrm{wahr}
1842,2,0,4,6,"x^{2}-12\,x + \left( -\frac{12\,x}{2}\right)^{2} = 9 + \left( -\frac{12}{2}\right)^{2}",\left( x-24\right)^{2} = 45,"a^{2}-12\,a + \left( -\frac{12\,a}{2}\right)^{2} = 9 + \left( -\frac{12}{2}\right)^{2}",\left( a-24\right)^{2} = 45,\textrm{wahr}
1843,2,0,4,0,"x^{2}-10\,x + 15 = -25 + 15",x-5 = -25 + 15,"x^{2}-10\,x + 15 = -25 + 15",x-5 = -25 + 15,\textrm{wahr}
1844,2,0,4,0,"x^{2}-10\,x + 15 = -25 + 15",x = 5,"x^{2}-10\,x + 15 = -25 + 15",x = 5,\textrm{wahr}
1845,2,0,4,0,"x^{2}-10\,x + 15 = -25 + 15",\mathbb{X} = \left\{5\right\},"x^{2}-10\,x + 15 = -25 + 15",\mathbb{L} = \left\{5\right\},\textrm{wahr}
1846,2,0,4,6,\left( x + 2\right)^{2} = 1,x + 2 = 1,\left( a + 2\right)^{2} = 1,a + 2 = 1,\textrm{wahr}
1847,2,0,4,6,\left( x + 2\right)^{2} = 1,x + 2 = -1,\left( a + 2\right)^{2} = 1,a + 2 = -1,\textrm{wahr}
1848,2,42,5,3,"\left|3\,x + 1\right|  = 15","-(3\,x + 1) = 15","\left|3\,b + 1\right|  = 15","-(3\,b + 1) = 15",\textrm{wahr}
1849,2,42,5,3,"\left|3\,x + 1\right|  = 15","-3\,x + 1 = 15","\left|3\,b + 1\right|  = 15","-3\,b + 1 = 15",\textrm{wahr}
1850,2,0,4,6,\left( x + 2\right)^{2} = 1,x-2 = 1,\left( a + 2\right)^{2} = 1,a-2 = 1,\textrm{wahr}
1851,2,0,4,6,\left( x + 2\right)^{2} = 1,x = 1,\left( a + 2\right)^{2} = 1,a = 1,\textrm{wahr}
1852,2,0,5,7,"(5\,x + 2)\,(x-4) = 0","5\,x + 2 = -\frac{2}{5}","(5\,g + 2)\,(g-4) = 0","5\,g + 2 = -\frac{2}{5}",\textrm{wahr}
1853,2,0,5,7,"5\,x + 2 = -\frac{2}{5}",x-4 = 4,"5\,g + 2 = -\frac{2}{5}",g-4 = 4,\textrm{wahr}
1854,2,0,5,2,"5\,y + 1 = -y-x","4\,y = -x-1","5\,n + 1 = -n-d","4\,n = -d-1",\textrm{wahr}
1855,2,-1,4,0,"x^{2} + 3\,x + \frac{9}{4} = -2 + \frac{9}{4}",\left( x + \frac{21}{4}\right)^{2} = \frac{1}{4},"k^{2} + 3\,k + \frac{9}{4} = -2 + \frac{9}{4}",\left( k + \frac{21}{4}\right)^{2} = \frac{1}{4},\textrm{wahr}
1856,2,-1,7,6,\left( x + \frac{3}{4}\right)^{2} = \frac{1}{4},\left( x + \frac{21}{4} = -\sqrt{\frac{1}{4}}\right) \vee \left( x + \frac{21}{4} = \sqrt{\frac{1}{4}}\right),\left( k + \frac{3}{4}\right)^{2} = \frac{1}{4},\left( k + \frac{21}{4} = -\sqrt{\frac{1}{4}}\right) \vee \left( k + \frac{21}{4} = \sqrt{\frac{1}{4}}\right),\textrm{wahr}
1857,2,-1,4,0,"x^{2} + 3\,x + \frac{9}{4} = -2 + \frac{9}{4}",\left( x + \frac{3}{4}\right)^{2} = \frac{1}{4},"k^{2} + 3\,k + \frac{9}{4} = -2 + \frac{9}{4}",\left( k + \frac{3}{4}\right)^{2} = \frac{1}{4},\textrm{wahr}
1858,2,-1,7,0,\left( x + \frac{3}{2} = -\sqrt{\frac{1}{4}}\right) \vee \left( x + \frac{3}{2} = \sqrt{\frac{1}{4}}\right),\left( x = -\frac{3}{2}-\sqrt{\frac{1}{4}}\right) \vee \left( x = -324 + \sqrt{\frac{1}{4}}\right),\left( k + \frac{3}{2} = -\sqrt{\frac{1}{4}}\right) \vee \left( k + \frac{3}{2} = \sqrt{\frac{1}{4}}\right),\left( k = -\frac{3}{2}-\sqrt{\frac{1}{4}}\right) \vee \left( k = -324 + \sqrt{\frac{1}{4}}\right),\textrm{wahr}
1859,2,-1,4,0,\left( x-\frac{433}{250}\right)^{2} = 1,x-\frac{433}{250} = 1,\left( q-\frac{433}{250}\right)^{2} = 1,q-\frac{433}{250} = 1,\textrm{wahr}
1860,2,-1,4,0,"x^{2}-3\,x + \left( \frac{433}{250}\right)^{2}-\left( \frac{433}{250}\right)^{2} = -2",\left( x-\frac{433}{250}\right)^{2}-3 = -2,"q^{2}-3\,q + \left( \frac{433}{250}\right)^{2}-\left( \frac{433}{250}\right)^{2} = -2",\left( q-\frac{433}{250}\right)^{2}-3 = -2,\textrm{wahr}
1861,2,-1,4,0,"x^{2}-3\,x + \left( \frac{433}{250}\right)^{2}-\left( \frac{433}{250}\right)^{2} = -2",\left( x + \frac{433}{250}\right)^{2}-3 = -2,"q^{2}-3\,q + \left( \frac{433}{250}\right)^{2}-\left( \frac{433}{250}\right)^{2} = -2",\left( q + \frac{433}{250}\right)^{2}-3 = -2,\textrm{wahr}
1862,2,-1,4,0,\left( x + \frac{433}{250}\right)^{2}-3 = -2,\left( x-\frac{433}{250}\right)^{2} = 1,\left( q + \frac{433}{250}\right)^{2}-3 = -2,\left( q-\frac{433}{250}\right)^{2} = 1,\textrm{wahr}
1863,2,0,1,1,"4\,x + 3 = y","4\,x = -3","4\,c + 3 = o","4\,c = -3",\textrm{wahr}
1864,2,0,1,1,"(4\,x + 3)\,(-x + 1) = y","4\,x + 3 = y","(4\,c + 3)\,(-c + 1) = o","4\,c + 3 = o",\textrm{wahr}
1865,2,-1,2,1,x = -\frac{3}{4},-x + 1 = 0,c = -\frac{3}{4},-c + 1 = 0,\textrm{wahr}
1866,2,0,5,0,"(-x-5)\,(4\,x-4) = 0","-4\,x^{2}-24\,x + 20 = 0","(-m-5)\,(4\,m-4) = 0","-4\,m^{2}-24\,m + 20 = 0",\textrm{wahr}
1867,2,0,1,1,"-3\,x = -2\,y-4","x = \frac{2}{3}\,y + \frac{2}{3}","-3\,x = -2\,y-4","x = \frac{2}{3}\,y + \frac{2}{3}",\textrm{wahr}
1868,2,0,5,2,"-x + 2 = 5\,x-y","4\,x + 2 = -y","-d + 2 = 5\,d-p","4\,d + 2 = -p",\textrm{wahr}
1869,2,0,1,1,"-6\,x = -y-2",x = -\frac{y}{6} + \frac{2}{6},"-6\,d = -p-2",d = -\frac{p}{6} + \frac{2}{6},\textrm{wahr}
1870,2,0,5,1,"-5\,y-5 = 2\,y-4\,x","-7\,y = -4\,x","-5\,q-5 = 2\,q-4\,m","-7\,q = -4\,m",\textrm{wahr}
1871,2,0,0,3,"-4\,y\ge -5-x","y\le \frac{5\,x}{4}","-4\,w\ge -5-b","w\le \frac{5\,b}{4}",\textrm{wahr}
1872,2,0,5,1,"-7\,y-5 = -4\,x","y = \frac{4}{7}\,x + \frac{5}{7}","-7\,q-5 = -4\,m","q = \frac{4}{7}\,m + \frac{5}{7}",\textrm{wahr}
1873,2,0,1,3,"x < \frac{4\,y-3}{2}","\mathbb{X} = \big(-\infty ,\frac{4\,x-3}{2}\big)","a < \frac{4\,q-3}{2}","\mathbb{L} = \big(-\infty ,\frac{4\,q-3}{2}\big)",\textrm{wahr}
1874,2,0,1,3,"x < \frac{4\,y-3}{2}","\mathbb{X} = \big(-\infty ,\frac{1}{2}\,(4\,x-3)\big)","a < \frac{4\,q-3}{2}","\mathbb{L} = \big(-\infty ,\frac{1}{2}\,(4\,q-3)\big)",\textrm{wahr}
1875,2,-1,5,3,"y < \frac{1}{3}\,(5-3\,x)","\mathbb{X} = \big(-\infty ,\frac{1}{3}\,(5-3\,x)\big)","h < \frac{1}{3}\,(5-3\,d)","\mathbb{L} = \big(-\infty ,\frac{1}{3}\,(5-3\,d)\big)",\textrm{wahr}
1876,2,-1,5,3,"y < \frac{1}{3}\,(5-3\,x)","\mathbb{X} = \big(-\infty ,\frac{5-3\,x}{3}\big)","h < \frac{1}{3}\,(5-3\,d)","\mathbb{L} = \big(-\infty ,\frac{5-3\,d}{3}\big)",\textrm{wahr}
1877,2,2,3,4,"z^{2} + z\,z + \left( \frac{z}{2}\right)^{2}-\left( \frac{z}{2}\right)^{2} + y = 0",z + \left( \frac{z}{2}\right)^{2}-\left( \frac{z}{2}\right)^{2} + y = 0,"x^{2} + p\,x + \left( \frac{p}{2}\right)^{2}-\left( \frac{p}{2}\right)^{2} + q = 0",x + \left( \frac{p}{2}\right)^{2}-\left( \frac{p}{2}\right)^{2} + q = 0,q < \frac{p^{2}}{4}
1878,2,2,3,4,\left( z + \frac{z}{2} = \sqrt{\left( \frac{z}{2}\right)^{2}-y}\right) \vee \left( z + \frac{z}{2} = -\sqrt{\left( \frac{z}{2}\right)^{2}-y}\right),\left( z = -\frac{z}{2} + \sqrt{\left( \frac{z}{2}\right)^{2}-y}\right) \vee \left( z = \frac{z}{2}-\sqrt{\left( \frac{z}{2}\right)^{2}-y}\right),\left( x + \frac{p}{2} = \sqrt{\left( \frac{p}{2}\right)^{2}-q}\right) \vee \left( x + \frac{p}{2} = -\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right),\left( x = -\frac{p}{2} + \sqrt{\left( \frac{p}{2}\right)^{2}-q}\right) \vee \left( x = \frac{p}{2}-\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right),q < \frac{p^{2}}{4}
1879,2,-1,0,1,"-4\,y + 2 > 3\,y + x","-7\,y + 2 < x","-4\,z + 2 > 3\,z + u","-7\,z + 2 < u",\textrm{wahr}
1880,2,-1,0,1,"-7\,y + 2 < x","-7\,y > x-2","-7\,z + 2 < u","-7\,z > u-2",\textrm{wahr}
1881,2,3,6,5,"\left( 2\,m\,m = -y-\sqrt{y^{2}-4\,m\,z}\right) \vee \left( 2\,m\,m = -y + \sqrt{y^{2}-4\,m\,z}\right)","\left( m = \frac{-y-\sqrt{y^{2}-4\,m\,z}}{2}\right) \vee \left( m = \frac{-y + \sqrt{y^{2}-4\,m\,z}}{2}\right)","\left( 2\,a\,x = -b-\sqrt{b^{2}-4\,a\,c}\right) \vee \left( 2\,a\,x = -b + \sqrt{b^{2}-4\,a\,c}\right)","\left( x = \frac{-b-\sqrt{b^{2}-4\,a\,c}}{2}\right) \vee \left( x = \frac{-b + \sqrt{b^{2}-4\,a\,c}}{2}\right)","\left( a > 0\right) \wedge \left( c < \frac{b^{2}}{4\,a}\right)"
1882,2,0,5,7,"5 = -\frac{5\,(x + 1)}{x-1}","5\,(x-1) = 5\,(x + 1)","5 = -\frac{5\,(x + 1)}{x-1}","5\,(x-1) = 5\,(x + 1)",\left( x\neq -1\right) \wedge \left( x\neq 1\right)
1883,2,4,1,1,"10\,x = 0",\textrm{falsch},"10\,x = 0",\textrm{falsch},\left( x\neq -1\right) \wedge \left( x\neq 1\right)
1884,2,0,4,2,\left( x + 2\right)^{2} = 1,"x + 2 = 1\,\left|-2 \vee \left( x + 2 = -1\right)\right| -2",\left( a + 2\right)^{2} = 1,"a + 2 = 1\,\left|-2 \vee \left( a + 2 = -1\right)\right| -2",\textrm{wahr}
1885,2,0,2,2,"x + 2 = 1\,\left|-2 \vee \left( x + 2 = -1\right)\right| -2",\left( x = -1\right) \vee \left( x = -3\right),"a + 2 = 1\,\left|-2 \vee \left( a + 2 = -1\right)\right| -2",\left( a = -1\right) \vee \left( a = -3\right),\textrm{wahr}
1886,2,13,2,0,"\frac{7}{2\,x-2} = 0","7 = 2\,x-2","\frac{7}{2\,x-2} = 0","7 = 2\,x-2",\left( x\neq -1\right) \wedge \left( x\neq 3\right)
1887,2,0,4,0,"x^{2}-9\,x + \left( \frac{9}{2}\right)^{2}-\left( \frac{9}{2}\right)^{2} + 20 = 0","\mathbb{X} = \left\{4,5\right\}","c^{2}-9\,c + \left( \frac{9}{2}\right)^{2}-\left( \frac{9}{2}\right)^{2} + 20 = 0","\mathbb{L} = \left\{4,5\right\}",\textrm{wahr}
